id;subject;student_id;teacher_id;att1;att2;exam;total
821;3;151515;6;9;12;38;59
822;3;151314;6;18;9;42;69
823;3;180217;5;7;8;57;72
824;3;180320;11;17;5;23;45
825;3;180121;4;11;5;46;62
826;3;181019;1;16;12;7;35
827;3;151414;2;5;18;50;73
828;3;180122;4;18;11;7;36
829;3;180218;5;14;6;6;26
830;3;180515;4;8;13;9;30
831;3;180321;11;8;18;29;55
832;3;180219;5;7;13;12;32
833;3;180422;3;11;15;53;79
834;3;180719;3;5;16;52;73
835;3;180817;8;17;8;29;54
836;3;181020;1;12;9;55;76
837;3;180220;5;14;8;28;50
838;3;181021;1;8;5;36;49
839;3;151415;2;20;5;27;52
840;3;180322;11;18;8;32;58
841;3;180516;4;17;7;9;33
842;3;180619;5;11;18;51;80
843;3;180720;3;17;7;50;74
844;3;180818;8;9;5;31;45
845;3;181022;1;16;18;34;68
846;3;180819;8;13;13;41;67
847;3;151315;6;10;9;41;60
848;3;180517;4;7;5;42;54
849;3;151416;2;11;9;55;75
850;3;180518;4;13;17;26;56
851;3;151516;6;16;15;21;52
852;3;180423;3;6;19;15;40
853;3;151316;6;20;8;31;59
854;3;151417;2;11;19;50;80
855;3;180221;5;9;16;52;77
856;3;151517;6;20;9;20;49
857;3;180323;11;18;11;53;82
858;3;180820;8;18;12;17;47
859;3;180222;5;12;9;58;79
860;3;181023;1;18;20;49;87
861;3;181024;1;6;14;56;76
862;3;180821;8;13;19;47;79
863;3;151317;6;8;12;12;32
864;3;180519;4;16;11;10;37
865;3;180123;4;10;9;23;42
866;3;180620;5;19;6;30;55
867;3;180424;3;17;7;19;43
868;3;180223;5;16;8;17;41
869;3;180721;3;20;17;35;72
870;3;180324;11;20;7;52;79
871;3;180520;4;16;9;25;50
872;3;180822;8;10;12;18;40
873;3;181025;1;9;17;37;63
874;3;151418;2;17;17;23;57
875;3;180224;5;11;13;28;52
876;3;180722;3;6;16;14;36
877;3;180425;3;6;16;11;33
878;3;180521;4;13;19;57;89
879;3;180621;5;11;20;47;78
880;3;180124;4;14;6;20;40
881;3;180325;11;6;11;29;46
882;3;151419;2;5;16;59;80
883;3;180723;3;19;18;18;55
884;3;180823;8;12;16;55;83
885;3;180125;4;15;5;49;69
886;3;151518;6;7;8;54;69
887;3;180522;4;18;6;59;83
888;3;180622;5;5;6;53;64
889;3;180523;4;11;9;29;49
890;3;180225;5;9;6;53;68
891;3;180524;4;7;7;36;50
892;3;180126;4;14;7;57;78
893;3;180326;11;5;16;34;55
894;3;180724;3;17;10;49;76
895;3;151318;6;5;9;52;66
896;3;180127;4;16;15;54;85
897;3;180426;3;8;13;11;32
898;3;180824;8;6;8;49;63
899;3;180825;8;10;7;33;50
900;3;180525;4;19;14;16;49
901;3;180526;4;12;16;17;45
902;3;180623;5;20;7;22;49
903;3;180624;5;18;8;44;70
904;4;151301;6;10;13;34;57
905;4;180101;10;17;8;44;69
906;4;180501;4;5;6;51;62
907;4;180701;1;11;12;34;57
908;4;180201;9;18;19;31;68
909;4;180301;7;16;20;52;88
910;4;151501;5;6;5;27;38
911;4;170901;8;15;10;42;67
912;4;151302;6;12;10;22;44
913;4;180801;7;9;5;8;22
914;4;181001;9;14;5;51;70
915;4;180102;10;6;7;30;43
916;4;180401;3;12;13;42;67
917;4;180502;4;7;5;56;68
918;4;180202;9;20;5;36;61
919;4;180302;7;18;14;28;60
920;4;180601;6;13;17;47;77
921;4;180303;7;16;17;7;40
922;4;180402;3;19;7;19;45
923;4;180702;1;14;17;45;76
924;4;180103;10;14;11;27;52
925;4;170902;8;19;17;36;72
926;4;180203;9;17;10;12;39
927;4;180802;7;16;11;17;44
928;4;180503;4;14;17;14;45
929;4;180304;7;15;12;9;36
930;4;180403;3;18;10;5;33
931;4;180602;6;10;19;30;59
932;4;180703;1;8;18;11;37
933;4;151401;4;11;19;45;75
934;4;180104;10;20;13;47;80
935;4;170903;8;14;19;17;50
936;4;180105;10;10;14;28;52
937;4;180204;9;12;7;5;24
938;4;180305;7;14;6;9;29
939;4;170904;8;16;8;23;47
940;4;180404;3;12;13;13;38
941;4;180106;10;18;10;47;75
942;4;151303;6;13;15;26;54
943;4;181002;9;14;20;10;44
944;4;180704;1;8;18;24;50
945;4;151402;4;14;15;27;56
946;4;180504;4;16;13;56;85
947;4;151304;6;14;14;23;51
948;4;151502;5;13;5;28;46
949;4;180705;1;19;7;32;58
950;4;180603;6;19;15;8;42
951;4;180803;7;5;9;41;55
952;4;180306;7;10;9;34;53
953;4;151503;5;19;8;47;74
954;4;180205;9;11;14;18;43
955;4;170905;8;5;17;14;36
956;4;181003;9;15;5;29;49
957;4;180405;3;20;11;29;60
958;4;151305;6;16;5;39;60
959;4;180307;7;17;7;12;36
960;4;181004;9;10;17;60;87
961;4;180406;3;20;16;26;62
962;4;180505;4;11;11;34;56
963;4;170906;8;5;18;25;48
964;4;180604;6;5;10;55;70
965;4;180308;7;12;20;12;44
966;4;151403;4;6;10;12;28
967;4;180206;9;20;6;35;61
968;4;180407;3;13;7;49;69
969;4;180706;1;9;12;9;30
970;4;180107;10;20;17;26;63
971;4;180804;7;17;13;52;82
972;4;180207;9;8;13;20;41
973;4;151504;5;18;14;36;68
974;4;180408;3;19;17;45;81
975;4;170907;8;8;17;16;41
976;4;180108;10;6;11;17;34
977;4;180309;7;17;13;54;84
978;4;181005;9;18;14;46;78
979;4;180605;6;20;14;9;43
980;4;180109;10;5;7;11;23
981;4;151306;6;5;13;56;74
982;4;180707;1;5;16;60;81
983;4;180110;10;14;15;29;58
984;4;180409;3;14;9;50;73
985;4;170908;8;15;10;42;67
986;4;180506;4;19;7;41;67
987;4;180606;6;20;6;16;42
988;4;151404;4;13;11;34;58
989;4;180805;7;19;7;10;36
990;4;151505;5;8;5;27;40
991;4;180410;3;11;17;46;74
992;4;151307;6;17;5;24;46
993;4;180310;7;16;6;45;67
994;4;170909;8;12;11;39;62
995;4;181006;9;20;8;18;46
996;4;180111;10;18;9;56;83
997;4;170910;8;6;18;16;40
998;4;151506;5;18;16;30;64
999;4;180311;7;16;12;22;50
1000;4;180112;10;10;15;55;80
1001;4;180708;1;11;11;48;70
1002;4;180507;4;20;13;38;71
1003;4;180607;6;7;15;29;51
1004;4;180709;1;14;16;15;45
1005;4;180806;7;9;11;8;28
1006;4;181007;9;11;12;20;43
1007;4;180411;3;7;20;5;32
1008;4;180208;9;9;5;40;54
1009;4;180312;7;8;15;26;49
1010;4;180412;3;19;13;25;57
1011;4;180113;10;18;16;27;61
1012;4;181008;9;9;6;58;73
1013;4;180508;4;5;9;19;33
1014;4;151308;6;12;8;17;37
1015;4;151405;4;5;12;57;74
1016;4;180608;6;11;15;5;31
1017;4;151507;5;8;6;27;41
1018;4;180209;9;8;8;24;40
1019;4;180313;7;7;6;36;49
1020;4;180413;3;16;16;7;39
1021;4;180114;10;10;16;56;82
1022;4;180210;9;17;16;47;80
1023;4;180710;1;6;9;50;65
1024;4;180807;7;17;10;11;38
1025;4;180211;9;5;16;40;61
1026;4;180115;10;19;10;16;45
1027;4;180212;9;6;12;52;70
1028;4;180414;3;15;16;34;65
1029;4;180314;7;9;20;33;62
1030;4;180213;9;11;11;20;42
1031;4;181009;9;17;10;30;57
1032;4;180509;4;18;17;10;45
1033;4;180808;7;7;12;52;71
1034;4;180415;3;10;11;18;39
1035;4;180609;6;9;15;40;64
1036;4;151406;4;17;10;49;76
1037;4;151508;5;11;13;9;33
1038;4;180116;10;15;18;15;48
1039;4;180315;7;12;17;40;69
1040;4;181010;9;10;14;55;79
1041;4;180416;3;6;5;13;24
1042;4;180117;10;6;5;13;24
1043;4;170911;8;10;10;52;72
1044;4;180610;6;19;13;17;49
1045;4;170912;8;19;9;48;76
1046;4;180711;1;9;20;42;71
1047;4;170913;8;18;11;24;53
1048;4;180809;7;19;7;41;67
1049;4;181011;9;5;7;17;29
1050;4;170914;8;13;10;40;63
1051;4;180214;9;10;5;43;58
1052;4;180316;7;7;17;6;30
1053;4;170915;8;7;8;57;72
1054;4;151309;6;17;19;43;79
1055;4;151407;4;19;12;17;48
1056;4;180510;4;18;15;35;68
1057;4;151509;5;7;17;14;38
1058;4;151310;6;18;17;12;47
1059;4;180215;9;16;7;15;38
1060;4;180611;6;19;7;13;39
1061;4;180712;1;20;12;53;85
1062;4;180810;7;9;10;39;58
1063;4;181012;9;12;14;58;84
1064;4;180417;3;6;20;44;70
1065;4;151408;4;10;8;26;44
1066;4;181013;9;19;14;13;46
1067;4;151510;5;16;5;54;75
1068;4;151311;6;9;17;45;71
1069;4;180811;7;19;6;25;50
1070;4;180511;4;12;16;14;42
1071;4;151409;4;5;8;10;23
1072;4;180612;6;10;6;48;64
1073;4;170916;8;18;11;41;70
1074;4;180713;1;13;9;43;65
1075;4;180812;7;14;20;48;82
1076;4;180118;10;14;17;60;91
1077;4;181014;9;17;19;37;73
1078;4;180418;3;14;12;32;58
1079;4;181015;9;10;17;43;70
1080;4;180613;6;7;20;40;67
1081;4;151410;4;16;5;21;42
1082;4;180714;1;7;9;46;62
1083;4;180813;7;13;6;47;66
1084;4;180317;7;18;9;42;69
1085;4;170917;8;17;20;21;58
1086;4;180512;4;16;11;54;81
1087;4;151312;6;16;10;43;69
1088;4;170918;8;7;17;39;63
1089;4;180216;9;8;9;14;31
1090;4;151411;4;7;19;26;52
1091;4;151511;5;13;19;21;53
1092;4;180419;3;19;14;41;74
1093;4;151512;5;8;9;27;44
1094;4;180614;6;20;8;5;33
1095;4;180715;1;11;14;39;64
1096;4;180513;4;9;7;15;31
1097;4;151313;6;6;11;59;76
1098;4;180615;6;11;19;17;47
1099;4;180716;1;15;15;27;57
1100;4;180814;7;13;8;39;60
1101;4;180318;7;7;20;36;63
1102;4;180616;6;12;18;56;86
1103;4;181016;9;9;19;32;60
1104;4;180119;10;6;18;56;80
1105;4;151412;4;20;6;51;77
1106;4;180420;3;18;7;23;48
1107;4;180319;7;18;12;60;90
1108;4;180717;1;10;18;31;59
1109;4;151413;4;14;6;35;55
1110;4;180815;7;18;6;53;77
1111;4;151513;5;5;18;42;65
1112;4;181017;9;7;19;45;71
1113;4;181018;9;7;13;25;45
1114;4;151514;5;7;9;48;64
1115;4;180120;10;7;11;13;31
1116;4;180617;6;13;16;32;61
1117;4;180718;1;19;7;45;71
1118;4;180816;7;8;5;5;18
1119;4;180514;4;7;16;7;30
1120;4;180421;3;17;5;13;35
1121;4;180618;6;20;5;23;48
1122;4;151515;5;19;5;22;46
1123;4;151314;6;13;7;59;79
1124;4;180217;9;11;7;9;27
1125;4;180320;7;8;8;52;68
1126;4;180121;10;17;15;43;75
1127;4;181019;9;18;18;15;51
1128;4;151414;4;14;20;35;69
1129;4;180122;10;8;13;40;61
1130;4;180218;9;12;18;43;73
1131;4;180515;4;12;6;37;55
1132;4;180321;7;14;10;47;71
1133;4;180219;9;5;5;44;54
1134;4;180422;3;12;16;50;78
1135;4;180719;1;18;18;52;88
1136;4;180817;7;11;5;29;45
1137;4;181020;9;9;16;17;42
1138;4;180220;9;16;15;43;74
1139;4;181021;9;17;7;11;35
1140;4;151415;4;19;15;10;44
1141;4;180322;7;5;10;51;66
1142;4;180516;4;12;16;13;41
1143;4;180619;6;19;5;50;74
1144;4;180720;1;17;16;30;63
1145;4;180818;7;14;5;48;67
1146;4;181022;9;5;11;51;67
1147;4;180819;7;5;14;34;53
1148;4;151315;6;7;16;52;75
1149;4;180517;4;10;11;17;38
1150;4;151416;4;10;8;33;51
1151;4;180518;4;8;13;11;32
1152;4;151516;5;14;18;31;63
1153;4;180423;3;17;17;7;41
1154;4;151316;6;5;5;60;70
1155;4;151417;4;11;17;44;72
1156;4;180221;9;16;13;35;64
1157;4;151517;5;5;20;19;44
1158;4;180323;7;12;17;26;55
1159;4;180820;7;10;9;33;52
1160;4;180222;9;7;17;14;38
1161;4;181023;9;6;14;60;80
1162;4;181024;9;6;16;53;75
1163;4;180821;7;20;20;36;76
1164;4;151317;6;6;12;5;23
1165;4;180519;4;18;11;30;59
1166;4;180123;10;12;12;6;30
1167;4;180620;6;18;9;5;32
1168;4;180424;3;20;12;32;64
1169;4;180223;9;5;10;13;28
1170;4;180721;1;20;11;43;74
1171;4;180324;7;14;15;21;50
1172;4;180520;4;14;18;20;52
1173;4;180822;7;14;10;32;56
1174;4;181025;9;13;8;55;76
1175;4;151418;4;20;11;15;46
1176;4;180224;9;13;5;44;62
1177;4;180722;1;10;10;58;78
1178;4;180425;3;15;9;28;52
1179;4;180521;4;8;17;39;64
1180;4;180621;6;6;19;48;73
1181;4;180124;10;14;18;21;53
1182;4;180325;7;12;9;22;43
1183;4;151419;4;15;12;28;55
1184;4;180723;1;18;10;38;66
1185;4;180823;7;8;5;15;28
1186;4;180125;10;15;16;30;61
1187;4;151518;5;7;17;9;33
1188;4;180522;4;5;5;58;68
1189;4;180622;6;14;8;36;58
1190;4;180523;4;19;10;43;72
1191;4;180225;9;10;13;49;72
1192;4;180524;4;5;5;10;20
1193;4;180126;10;9;8;52;69
1194;4;180326;7;18;6;18;42
1195;4;180724;1;20;17;60;97
1196;4;151318;6;14;14;22;50
1197;4;180127;10;11;9;6;26
1198;4;180426;3;5;20;43;68
1199;4;180824;7;18;20;38;76
1200;4;180825;7;5;16;26;47
1201;4;180525;4;8;15;8;31
1202;4;180526;4;11;12;10;33
1203;4;180623;6;19;15;48;82
1204;4;180624;6;5;15;34;54
1205;5;151301;7;7;15;5;27
1206;5;180101;9;9;11;13;33
1207;5;180501;4;8;7;38;53
1208;5;180701;11;5;14;43;62
1209;5;180201;8;14;14;38;66
1210;5;180301;5;5;19;53;77
1211;5;151501;8;9;5;47;61
1212;5;170901;11;15;6;43;64
1213;5;151302;7;7;15;34;56
1214;5;180801;5;15;13;53;81
1215;5;181001;5;9;11;56;76
1216;5;180102;9;20;14;30;64
1217;5;180401;4;6;13;19;38
1218;5;180502;4;18;13;50;81
1219;5;180202;8;13;19;35;67
1220;5;180302;5;14;17;48;79
1221;5;180601;1;10;18;48;76
1222;5;180303;5;15;18;55;88
1223;5;180402;4;20;13;27;60
1224;5;180702;11;10;19;8;37
1225;5;180103;9;10;15;13;38
1226;5;170902;11;6;10;6;22
1227;5;180203;8;13;17;53;83
1228;5;180802;5;12;5;11;28
1229;5;180503;4;10;11;18;39
1230;5;180304;5;16;5;53;74
1231;5;180403;4;12;14;48;74
1232;5;180602;1;18;19;49;86
1233;5;180703;11;11;13;8;32
1234;5;151401;1;19;8;47;74
1235;5;180104;9;17;5;43;65
1236;5;170903;11;12;19;12;43
1237;5;180105;9;8;8;36;52
1238;5;180204;8;15;11;44;70
1239;5;180305;5;10;11;15;36
1240;5;170904;11;15;12;48;75
1241;5;180404;4;5;9;53;67
1242;5;180106;9;5;19;54;78
1243;5;151303;7;8;16;11;35
1244;5;181002;5;18;18;52;88
1245;5;180704;11;16;12;56;84
1246;5;151402;1;19;11;8;38
1247;5;180504;4;8;17;49;74
1248;5;151304;7;7;20;8;35
1249;5;151502;8;5;20;24;49
1250;5;180705;11;5;17;34;56
1251;5;180603;1;6;19;22;47
1252;5;180803;5;5;13;60;78
1253;5;180306;5;10;20;16;46
1254;5;151503;8;12;8;10;30
1255;5;180205;8;15;13;47;75
1256;5;170905;11;13;7;44;64
1257;5;181003;5;18;8;54;80
1258;5;180405;4;8;18;56;82
1259;5;151305;7;14;7;36;57
1260;5;180307;5;7;12;8;27
1261;5;181004;5;14;18;34;66
1262;5;180406;4;13;17;6;36
1263;5;180505;4;12;17;31;60
1264;5;170906;11;9;15;7;31
1265;5;180604;1;7;13;53;73
1266;5;180308;5;18;17;58;93
1267;5;151403;1;5;11;33;49
1268;5;180206;8;8;13;43;64
1269;5;180407;4;15;9;36;60
1270;5;180706;11;10;20;27;57
1271;5;180107;9;17;6;15;38
1272;5;180804;5;9;11;26;46
1273;5;180207;8;6;5;31;42
1274;5;151504;8;16;15;36;67
1275;5;180408;4;17;8;48;73
1276;5;170907;11;19;12;24;55
1277;5;180108;9;6;7;23;36
1278;5;180309;5;12;17;48;77
1279;5;181005;5;13;19;57;89
1280;5;180605;1;7;11;28;46
1281;5;180109;9;14;15;53;82
1282;5;151306;7;11;18;56;85
1283;5;180707;11;13;20;33;66
1284;5;180110;9;20;10;47;77
1285;5;180409;4;13;6;20;39
1286;5;170908;11;18;9;47;74
1287;5;180506;4;5;6;41;52
1288;5;180606;1;9;14;10;33
1289;5;151404;1;7;13;9;29
1290;5;180805;5;11;8;48;67
1291;5;151505;8;17;6;28;51
1292;5;180410;4;16;11;37;64
1293;5;151307;7;10;16;14;40
1294;5;180310;5;11;16;53;80
1295;5;170909;11;7;15;34;56
1296;5;181006;5;5;13;58;76
1297;5;180111;9;8;7;41;56
1298;5;170910;11;7;12;56;75
1299;5;151506;8;18;16;58;92
1300;5;180311;5;7;19;34;60
1301;5;180112;9;7;19;18;44
1302;5;180708;11;5;8;50;63
1303;5;180507;4;10;13;60;83
1304;5;180607;1;8;9;58;75
1305;5;180709;11;10;12;10;32
1306;5;180806;5;5;8;59;72
1307;5;181007;5;11;6;54;71
1308;5;180411;4;8;16;32;56
1309;5;180208;8;11;14;55;80
1310;5;180312;5;20;20;45;85
1311;5;180412;4;18;15;35;68
1312;5;180113;9;15;11;13;39
1313;5;181008;5;15;18;49;82
1314;5;180508;4;14;10;34;58
1315;5;151308;7;13;16;29;58
1316;5;151405;1;16;13;30;59
1317;5;180608;1;10;17;45;72
1318;5;151507;8;9;13;46;68
1319;5;180209;8;7;8;20;35
1320;5;180313;5;17;13;46;76
1321;5;180413;4;7;19;29;55
1322;5;180114;9;7;9;50;66
1323;5;180210;8;12;19;51;82
1324;5;180710;11;12;13;21;46
1325;5;180807;5;16;7;50;73
1326;5;180211;8;8;10;29;47
1327;5;180115;9;5;5;49;59
1328;5;180212;8;19;20;46;85
1329;5;180414;4;19;17;35;71
1330;5;180314;5;7;18;33;58
1331;5;180213;8;13;8;55;76
1332;5;181009;5;12;10;41;63
1333;5;180509;4;19;12;31;62
1334;5;180808;5;10;14;37;61
1335;5;180415;4;6;19;8;33
1336;5;180609;1;12;7;13;32
1337;5;151406;1;15;19;9;43
1338;5;151508;8;9;19;6;34
1339;5;180116;9;5;13;13;31
1340;5;180315;5;7;14;40;61
1341;5;181010;5;20;19;35;74
1342;5;180416;4;8;5;17;30
1343;5;180117;9;16;18;37;71
1344;5;170911;11;10;12;54;76
1345;5;180610;1;7;16;16;39
1346;5;170912;11;17;16;5;38
1347;5;180711;11;19;17;53;89
1348;5;170913;11;10;16;35;61
1349;5;180809;5;12;10;46;68
1350;5;181011;5;6;6;51;63
1351;5;170914;11;12;20;43;75
1352;5;180214;8;20;13;16;49
1353;5;180316;5;8;12;8;28
1354;5;170915;11;6;17;45;68
1355;5;151309;7;14;19;20;53
1356;5;151407;1;20;18;19;57
1357;5;180510;4;10;6;46;62
1358;5;151509;8;19;17;6;42
1359;5;151310;7;9;5;22;36
1360;5;180215;8;14;13;9;36
1361;5;180611;1;9;14;45;68
1362;5;180712;11;8;10;38;56
1363;5;180810;5;16;10;40;66
1364;5;181012;5;20;19;30;69
1365;5;180417;4;15;15;13;43
1366;5;151408;1;16;12;10;38
1367;5;181013;5;19;16;42;77
1368;5;151510;8;16;18;32;66
1369;5;151311;7;12;5;26;43
1370;5;180811;5;14;19;57;90
1371;5;180511;4;11;17;40;68
1372;5;151409;1;12;5;50;67
1373;5;180612;1;19;12;45;76
1374;5;170916;11;6;7;24;37
1375;5;180713;11;20;9;54;83
1376;5;180812;5;11;17;55;83
1377;5;180118;9;8;10;26;44
1378;5;181014;5;14;6;8;28
1379;5;180418;4;12;16;22;50
1380;5;181015;5;10;5;51;66
1381;5;180613;1;8;10;9;27
1382;5;151410;1;15;17;24;56
1383;5;180714;11;18;8;50;76
1384;5;180813;5;11;6;59;76
1385;5;180317;5;7;19;17;43
1386;5;170917;11;14;18;38;70
1387;5;180512;4;12;16;42;70
1388;5;151312;7;8;14;10;32
1389;5;170918;11;11;13;23;47
1390;5;180216;8;18;13;41;72
1391;5;151411;1;7;18;18;43
1392;5;151511;8;8;20;6;34
1393;5;180419;4;5;14;31;50
1394;5;151512;8;12;14;20;46
1395;5;180614;1;10;15;11;36
1396;5;180715;11;17;9;48;74
1397;5;180513;4;17;9;26;52
1398;5;151313;7;16;6;55;77
1399;5;180615;1;16;10;28;54
1400;5;180716;11;7;11;36;54
1401;5;180814;5;20;5;7;32
1402;5;180318;5;20;12;58;90
1403;5;180616;1;15;10;43;68
1404;5;181016;5;20;6;46;72
1405;5;180119;9;15;7;44;66
1406;5;151412;1;11;11;52;74
1407;5;180420;4;12;20;59;91
1408;5;180319;5;19;18;44;81
1409;5;180717;11;20;20;57;97
1410;5;151413;1;11;13;27;51
1411;5;180815;5;11;9;19;39
1412;5;151513;8;10;7;37;54
1413;5;181017;5;18;11;49;78
1414;5;181018;5;6;5;8;19
1415;5;151514;8;18;9;60;87
1416;5;180120;9;5;9;41;55
1417;5;180617;1;13;13;23;49
1418;5;180718;11;19;20;21;60
1419;5;180816;5;16;8;26;50
1420;5;180514;4;10;12;17;39
1421;5;180421;4;7;7;43;57
1422;5;180618;1;11;12;17;40
1423;5;151515;8;13;7;15;35
1424;5;151314;7;18;18;53;89
1425;5;180217;8;12;9;15;36
1426;5;180320;5;16;16;27;59
1427;5;180121;9;16;6;9;31
1428;5;181019;5;17;9;7;33
1429;5;151414;1;10;17;56;83
1430;5;180122;9;13;18;18;49
1431;5;180218;8;8;14;42;64
1432;5;180515;4;15;9;26;50
1433;5;180321;5;8;15;34;57
1434;5;180219;8;13;18;51;82
1435;5;180422;4;17;12;7;36
1436;5;180719;11;6;8;10;24
1437;5;180817;5;14;8;5;27
1438;5;181020;5;15;19;47;81
1439;5;180220;8;16;17;48;81
1440;5;181021;5;17;20;59;96
1441;5;151415;1;10;9;44;63
1442;5;180322;5;15;16;26;57
1443;5;180516;4;14;16;25;55
1444;5;180619;1;6;13;57;76
1445;5;180720;11;13;18;25;56
1446;5;180818;5;9;11;20;40
1447;5;181022;5;12;19;19;50
1448;5;180819;5;8;7;16;31
1449;5;151315;7;20;16;49;85
1450;5;180517;4;10;10;38;58
1451;5;151416;1;8;18;6;32
1452;5;180518;4;7;16;28;51
1453;5;151516;8;11;8;37;56
1454;5;180423;4;19;17;6;42
1455;5;151316;7;11;7;30;48
1456;5;151417;1;20;17;20;57
1457;5;180221;8;14;17;15;46
1458;5;151517;8;11;19;45;75
1459;5;180323;5;19;14;57;90
1460;5;180820;5;16;16;52;84
1461;5;180222;8;9;12;38;59
1462;5;181023;5;7;18;34;59
1463;5;181024;5;12;19;25;56
1464;5;180821;5;15;9;42;66
1465;5;151317;7;19;5;60;84
1466;5;180519;4;8;13;42;63
1467;5;180123;9;19;8;35;62
1468;5;180620;1;6;14;12;32
1469;5;180424;4;10;7;36;53
1470;5;180223;8;6;9;39;54
1471;5;180721;11;9;14;55;78
1472;5;180324;5;14;9;14;37
1473;5;180520;4;12;17;39;68
1474;5;180822;5;13;16;58;87
1475;5;181025;5;9;7;14;30
1476;5;151418;1;11;13;33;57
1477;5;180224;8;20;5;29;54
1478;5;180722;11;6;11;37;54
1479;5;180425;4;16;19;17;52
1480;5;180521;4;11;10;57;78
1481;5;180621;1;7;5;7;19
1482;5;180124;9;7;20;49;76
1483;5;180325;5;9;11;34;54
1484;5;151419;1;18;19;42;79
1485;5;180723;11;12;18;19;49
1486;5;180823;5;7;6;23;36
1487;5;180125;9;13;16;28;57
1488;5;151518;8;19;20;38;77
1489;5;180522;4;19;12;55;86
1490;5;180622;1;12;11;40;63
1491;5;180523;4;19;20;14;53
1492;5;180225;8;13;17;25;55
1493;5;180524;4;11;9;36;56
1494;5;180126;9;8;17;5;30
1495;5;180326;5;8;11;19;38
1496;5;180724;11;6;15;31;52
1497;5;151318;7;18;16;18;52
1498;5;180127;9;13;7;23;43
1499;5;180426;4;7;17;5;29
1500;5;180824;5;16;20;52;88
1501;5;180825;5;14;14;6;34
1502;5;180525;4;14;17;9;40
1503;5;180526;4;13;18;50;81
1504;5;180623;1;11;10;39;60
1505;5;180624;1;6;9;10;25
1506;6;151301;10;6;8;23;37
1507;6;180101;7;11;12;59;82
1508;6;180501;6;9;16;40;65
1509;6;180701;1;11;6;16;33
1510;6;180201;3;13;14;14;41
1511;6;180301;1;19;5;34;58
1512;6;151501;9;12;15;23;50
1513;6;170901;9;13;10;39;62
1514;6;151302;10;13;5;45;63
1515;6;180801;5;6;11;48;65
1516;6;181001;9;17;19;15;51
1517;6;180102;7;14;8;42;64
1518;6;180401;9;9;8;12;29
1519;6;180502;6;11;6;38;55
1520;6;180202;3;20;18;40;78
1521;6;180302;1;16;19;7;42
1522;6;180601;1;6;10;12;28
1523;6;180303;1;14;12;11;37
1524;6;180402;9;12;13;32;57
1525;6;180702;1;10;20;58;88
1526;6;180103;7;10;10;60;80
1527;6;170902;9;10;17;57;84
1528;6;180203;3;10;6;22;38
1529;6;180802;5;17;12;54;83
1530;6;180503;6;9;17;33;59
1531;6;180304;1;19;15;59;93
1532;6;180403;9;14;20;42;76
1533;6;180602;1;16;12;22;50
1534;6;180703;1;19;16;13;48
1535;6;151401;9;8;18;27;53
1536;6;180104;7;11;16;7;34
1537;6;170903;9;7;13;47;67
1538;6;180105;7;6;12;57;75
1539;6;180204;3;18;14;48;80
1540;6;180305;1;10;9;41;60
1541;6;170904;9;19;15;36;70
1542;6;180404;9;6;9;52;67
1543;6;180106;7;18;12;5;35
1544;6;151303;10;8;17;59;84
1545;6;181002;9;7;18;40;65
1546;6;180704;1;12;6;8;26
1547;6;151402;9;15;18;9;42
1548;6;180504;6;18;7;32;57
1549;6;151304;10;6;12;60;78
1550;6;151502;9;9;19;6;34
1551;6;180705;1;7;9;10;26
1552;6;180603;1;11;11;27;49
1553;6;180803;5;13;8;6;27
1554;6;180306;1;17;12;57;86
1555;6;151503;9;11;10;42;63
1556;6;180205;3;18;20;54;92
1557;6;170905;9;6;18;58;82
1558;6;181003;9;5;17;22;44
1559;6;180405;9;6;8;57;71
1560;6;151305;10;17;8;11;36
1561;6;180307;1;10;12;35;57
1562;6;181004;9;16;10;7;33
1563;6;180406;9;7;15;56;78
1564;6;180505;6;9;6;52;67
1565;6;170906;9;20;5;28;53
1566;6;180604;1;15;19;12;46
1567;6;180308;1;8;20;44;72
1568;6;151403;9;16;20;45;81
1569;6;180206;3;14;8;23;45
1570;6;180407;9;9;15;28;52
1571;6;180706;1;11;12;57;80
1572;6;180107;7;17;5;32;54
1573;6;180804;5;16;15;45;76
1574;6;180207;3;16;7;31;54
1575;6;151504;9;18;5;38;61
1576;6;180408;9;16;16;24;56
1577;6;170907;9;18;19;23;60
1578;6;180108;7;14;9;30;53
1579;6;180309;1;13;18;16;47
1580;6;181005;9;10;7;10;27
1581;6;180605;1;20;10;54;84
1582;6;180109;7;17;9;54;80
1583;6;151306;10;14;6;48;68
1584;6;180707;1;14;6;53;73
1585;6;180110;7;11;14;21;46
1586;6;180409;9;17;17;29;63
1587;6;170908;9;15;9;46;70
1588;6;180506;6;5;20;60;85
1589;6;180606;1;13;6;28;47
1590;6;151404;9;5;18;33;56
1591;6;180805;5;15;11;42;68
1592;6;151505;9;9;12;40;61
1593;6;180410;9;17;19;45;81
1594;6;151307;10;17;16;5;38
1595;6;180310;1;12;10;33;55
1596;6;170909;9;14;11;40;65
1597;6;181006;9;9;17;26;52
1598;6;180111;7;5;14;11;30
1599;6;170910;9;9;18;22;49
1600;6;151506;9;11;8;33;52
1601;6;180311;1;8;14;7;29
1602;6;180112;7;13;8;55;76
1603;6;180708;1;10;17;56;83
1604;6;180507;6;10;12;9;31
1605;6;180607;1;8;19;38;65
1606;6;180709;1;20;10;7;37
